Gloss Variant,Consultant,Session,Scene,Start,End,id,session_scene,session_scene_id,is_corrupt
SNORKEL+,Brady,ASL_2011_07_19_Brady,89,409,438,8088,ASL_2011_07_19_Brady-89,891,0
SNORKEL+,Liz,ASL_2008_02_29,36,2601,2640,8089,ASL_2008_02_29-36,309,0
SNOW,Brady,ASL_2011_07_19_Brady,89,662,703,8090,ASL_2011_07_19_Brady-89,891,0
SNOW,Liz,ASL_2008_02_29,36,2885,2936,8091,ASL_2008_02_29-36,309,0
SNOW+MOTORCYCLE,Brady,ASL_2011_07_19_Brady,89,1678,1710,8092,ASL_2011_07_19_Brady-89,891,0
SNOWBOARD++,Brady,ASL_2011_07_19_Brady,89,924,964,8093,ASL_2011_07_19_Brady-89,891,0
SNOWBOARD++,Liz,ASL_2010_08_10_Liz_additional_lexicon_signs,7,3575,3615,8094,ASL_2010_08_10_Liz_additional_lexicon_signs-7,716,0
SNOWMOBILE,Liz,ASL_2008_02_29,37,810,865,8095,ASL_2008_02_29-37,310,0
SO-SO,Brady,ASL_2011_06_14_Brady,15,6346,6382,8096,ASL_2011_06_14_Brady-15,758,0
SO-SO,Liz,ASL_2008_01_18,37,2175,2200,8097,ASL_2008_01_18-37,156,0
SO-SO,Naomi,ASL_2008_08_06,37,2295,2325,8098,ASL_2008_08_06-37,620,0
SO-SO,Tyler,ASL_2008_05_29a,17,2805,2840,8099,ASL_2008_05_29a-17,454,0
SOAP++,Brady,ASL_2011_07_19_Brady,89,2000,2039,8100,ASL_2011_07_19_Brady-89,891,0
SOAP++,Liz,ASL_2008_02_29,37,1073,1120,8101,ASL_2008_02_29-37,310,0
SOAP++WASHING-MACHINE,Tyler,ASL_2008_05_12b,15,2681,2736,8102,ASL_2008_05_12b-15,433,0
SOCIAL-WORK,Brady,ASL_2011_07_19_Brady,90,136,166,8103,ASL_2011_07_19_Brady-90,892,0
SOCIAL-WORK,Liz,ASL_2008_02_29,37,1742,1785,8104,ASL_2008_02_29-37,310,0
SOCIAL/INTERACT+,Brady,ASL_2011_06_08_Brady,13,8245,8282,8105,ASL_2011_06_08_Brady-13,722,0
SOCIAL/INTERACT+,Liz,ASL_2008_01_11,23,1075,1125,8106,ASL_2008_01_11-23,58,0
SOCIAL/INTERACT+,Naomi,ASL_2008_08_04,15,2845,2905,8107,ASL_2008_08_04-15,544,0
SOCIETY,Brady,ASL_2011_07_19_Brady,89,2691,2712,8108,ASL_2011_07_19_Brady-89,891,0
SOCIETY,Liz,ASL_2008_02_29,37,1970,2015,8109,ASL_2008_02_29-37,310,0
SOCKS,Brady,ASL_2011_07_19_Brady,90,1009,1043,8110,ASL_2011_07_19_Brady-90,892,0
SOCKS+,Liz,ASL_2008_02_29,37,2197,2236,8111,ASL_2008_02_29-37,310,0
SODA,Brady,ASL_2011_07_19_Brady,90,656,686,8112,ASL_2011_07_19_Brady-90,892,0
SODA,Liz,ASL_2008_02_29,37,2425,2456,8113,ASL_2008_02_29-37,310,0
SOFT+,Brady,ASL_2011_07_19_Brady,90,1911,1944,8114,ASL_2011_07_19_Brady-90,892,0
SOFT+,Liz,ASL_2008_02_29,38,431,500,8115,ASL_2008_02_29-38,311,0
SOME,Brady,ASL_2011_07_19_Brady,90,2465,2486,8116,ASL_2011_07_19_Brady-90,892,0
SOME,Liz,ASL_2008_02_29,38,1002,1032,8117,ASL_2008_02_29-38,311,0
SOMETHING/ONE,Liz,ASL_2008_02_29,38,1230,1272,8118,ASL_2008_02_29-38,311,0
SOMETIMES+,Brady,ASL_2011_07_19_Brady,90,2737,2804,8119,ASL_2011_07_19_Brady-90,892,0
SOMETIMES++,Liz,ASL_2008_02_29,38,1430,1490,8120,ASL_2008_02_29-38,311,0
SON,Brady,ASL_2011_07_19_Brady,91,420,446,8121,ASL_2011_07_19_Brady-91,893,0
SOON,Liz,ASL_2008_02_29,38,2318,2354,8122,ASL_2008_02_29-38,311,0
SOON,Tyler,ASL_2008_05_12b,11,2869,2884,8123,ASL_2008_05_12b-11,429,0
SOON+++,Brady,ASL_2011_07_19_Brady,91,634,672,8124,ASL_2011_07_19_Brady-91,893,0
SOPHISTICATED++,Liz,ASL_2008_02_29,38,2940,3010,8125,ASL_2008_02_29-38,311,0
SOPHOMORE++,Brady,ASL_2011_07_19_Brady,91,1445,1490,8126,ASL_2011_07_19_Brady-91,893,0
SOPHOMORE++,Liz,ASL_2008_02_29,39,825,880,8127,ASL_2008_02_29-39,312,0
SOPHOMORE_2,Liz,ASL_2008_02_29,39,1160,1195,8128,ASL_2008_02_29-39,312,0
SORRY+,Brady,ASL_2011_07_19_Brady,91,2194,2257,8129,ASL_2011_07_19_Brady-91,893,0
SORRY+,Lana,ASL_2006_09_26,61,2759,2807,8130,ASL_2006_09_26-61,1,0
SORRY+,Liz,ASL_2008_02_29,39,1461,1545,8131,ASL_2008_02_29-39,312,0
SOUP++,Liz,ASL_2008_02_29,39,1925,1985,8132,ASL_2008_02_29-39,312,0
SOUP++,Naomi,ASL_2008_08_04,43,2561,2622,8133,ASL_2008_08_04-43,575,0
SOUP+poi,Brady,ASL_2011_07_19_Brady,91,2679,2718,8134,ASL_2011_07_19_Brady-91,893,0
SOUTH,Brady,ASL_2011_07_19_Brady,92,456,480,8135,ASL_2011_07_19_Brady-92,894,0
SOUTH+(A)ns-AFRICA,Liz,ASL_2008_02_29,39,2735,2825,8136,ASL_2008_02_29-39,312,0
SOUTH++,Brady,ASL_2011_07_19_Brady,92,683,722,8137,ASL_2011_07_19_Brady-92,894,0
SOUTH++,Liz,ASL_2008_02_29,39,3915,3970,8138,ASL_2008_02_29-39,312,0
SOUTH+ns-AFRICA,Brady,ASL_2011_07_19_Brady,92,1216,1261,8139,ASL_2011_07_19_Brady-92,894,0
SOUTH_2,Liz,ASL_2008_02_29,39,3440,3475,8140,ASL_2008_02_29-39,312,0
SPAGHETTI+,Liz,ASL_2008_02_29,40,285,345,8141,ASL_2008_02_29-40,314,0
SPAGHETTI_2+,Brady,ASL_2011_07_19_Brady,92,1625,1682,8142,ASL_2011_07_19_Brady-92,894,0
SPANK,Brady,ASL_2011_07_19_Brady,92,1923,1943,8143,ASL_2011_07_19_Brady-92,894,0
SPANK,Liz,ASL_2008_02_29,40,1081,1145,8144,ASL_2008_02_29-40,314,0
SPEAKERS+,Brady,ASL_2011_06_14_Brady,52,6627,6665,8145,ASL_2011_06_14_Brady-52,796,0
SPEAKERS+,Liz,ASL_2008_02_01,54,5105,5172,8146,ASL_2008_02_01-54,222,0
SPEAKERS+,Naomi,ASL_2008_08_13_session2,9,3155,3205,8147,ASL_2008_08_13_session2-9,689,0
SPEAKERS_2+,Tyler,ASL_2008_06_10,6,3555,3593,8148,ASL_2008_06_10-6,535,0
SPECIAL/EXCEPT,Liz,ASL_2008_02_29,40,1342,1375,8149,ASL_2008_02_29-40,314,0
SPECIALTY,Brady,ASL_2011_06_14_Brady,53,4916,4946,8150,ASL_2011_06_14_Brady-53,797,0
SPECIALTY,Liz,ASL_2008_02_01,56,3990,4035,8151,ASL_2008_02_01-56,224,0
SPECIALTY,Naomi,ASL_2008_08_13_session2,11,4585,4612,8152,ASL_2008_08_13_session2-11,679,0
SPEECH/ORAL+,Brady,ASL_2011_07_19_Brady,22,894,934,8153,ASL_2011_07_19_Brady-22,829,0
SPEECH/ORAL+,Brady,ASL_2011_07_19_Brady,22,1159,1210,8154,ASL_2011_07_19_Brady-22,829,0
SPEECH/ORAL+,Brady,ASL_2011_07_19_Brady,92,3088,3140,8155,ASL_2011_07_19_Brady-92,894,0
SPEECH/ORAL+,Brady,ASL_2011_07_22_Brady,48,4013,4064,8156,ASL_2011_07_22_Brady-48,939,0
SPEECH/ORAL+,Liz,ASL_2008_02_15,26,3736,3790,8157,ASL_2008_02_15-26,248,0
SPEECH/ORAL+,Liz,ASL_2008_02_29,40,1787,1832,8158,ASL_2008_02_29-40,314,0
SPELL,Brady,ASL_2011_06_14_Brady,18,4755,4777,8159,ASL_2011_06_14_Brady-18,761,0
SPELL,Liz,ASL_2008_01_18,42,652,672,8160,ASL_2008_01_18-42,162,0
SPELL,Naomi,ASL_2008_08_06,42,320,340,8161,ASL_2008_08_06-42,626,0
SPEND,Brady,ASL_2011_07_22_Brady,53,3116,3144,8162,ASL_2011_07_22_Brady-53,944,0
SPEND,Liz,ASL_2008_02_29,41,266,290,8163,ASL_2008_02_29-41,315,0
SPEND,Liz,ASL_2010_08_10_Liz_additional_lexicon_signs,15,4292,4356,8164,ASL_2010_08_10_Liz_additional_lexicon_signs-15,694,0
SPEND-ALL,Brady,ASL_2011_06_08_Brady,36,4748,4766,8165,ASL_2011_06_08_Brady-36,744,0
SPEND-ALL,Brady,ASL_2011_07_22_Brady,53,2790,2808,8166,ASL_2011_07_22_Brady-53,944,0
SPEND-ALL,Liz,ASL_2008_02_29,40,2651,2675,8167,ASL_2008_02_29-40,314,0
SPICY+,Liz,ASL_2008_02_29,41,1221,1275,8168,ASL_2008_02_29-41,315,0
SPIDER,Liz,ASL_2008_02_29,41,1505,1545,8169,ASL_2008_02_29-41,315,0
SPILL,Brady,ASL_2011_07_22_Brady,51,1640,1670,8170,ASL_2011_07_22_Brady-51,943,0
SPILL,Liz,ASL_2008_02_29,18,4271,4325,8171,ASL_2008_02_29-18,290,0
SPIN+,Liz,ASL_2008_02_29,41,2196,2247,8172,ASL_2008_02_29-41,315,0
SPIN+,Naomi,ASL_2008_08_04,14,1507,1570,8173,ASL_2008_08_04-14,543,0
SPIT,Brady,ASL_2011_07_19_Brady,94,47,66,8174,ASL_2011_07_19_Brady-94,895,0
SPIT,Liz,ASL_2008_02_29,41,2400,2430,8175,ASL_2008_02_29-41,315,0
SPREAD,Tyler,ASL_2008_05_29b,6,1980,2017,8176,ASL_2008_05_29b-6,512,0
SPRINKLER+,Liz,ASL_2008_02_29,41,3045,3140,8177,ASL_2008_02_29-41,315,0
SQUARE,Brady,ASL_2011_07_19_Brady,39,1256,1300,8178,ASL_2011_07_19_Brady-39,846,0
SQUARE,Brady,ASL_2011_07_19_Brady,94,2633,2665,8179,ASL_2011_07_19_Brady-94,895,0
SQUARE,Liz,ASL_2008_02_15,45,1471,1525,8180,ASL_2008_02_15-45,269,0
SQUARE,Liz,ASL_2008_02_29,42,1355,1405,8181,ASL_2008_02_29-42,316,0
SQUARE+DOOR,Brady,ASL_2011_06_14_Brady,3,10992,11046,8182,ASL_2011_06_14_Brady-3,774,0
SQUARED,Brady,ASL_2011_07_19_Brady,94,2867,2892,8183,ASL_2011_07_19_Brady-94,895,0
SQUARED_2,Liz,ASL_2010_08_10_Liz_additional_lexicon_signs,19,160,190,8184,ASL_2010_08_10_Liz_additional_lexicon_signs-19,698,0
SQUIRREL++,Brady,ASL_2011_07_19_Brady,94,3076,3114,8185,ASL_2011_07_19_Brady-94,895,0
SQUIRREL++,Liz,ASL_2008_02_29,42,1581,1610,8186,ASL_2008_02_29-42,316,0
STAB,Brady,ASL_2011_07_19_Brady,95,79,96,8187,ASL_2011_07_19_Brady-95,896,0
STAB,Liz,ASL_2008_02_29,42,4502,4535,8188,ASL_2008_02_29-42,316,0
STAB+,Brady,ASL_2011_07_22_Brady,54,115,160,8189,ASL_2011_07_22_Brady-54,945,0
STAB+,Liz,ASL_2008_02_29,42,4205,4261,8190,ASL_2008_02_29-42,316,0
STAB++,Brady,ASL_2011_07_19_Brady,94,4473,4524,8191,ASL_2011_07_19_Brady-94,895,0
STAGE,Brady,ASL_2011_07_19_Brady,95,620,639,8192,ASL_2011_07_19_Brady-95,896,0
STAGE,Liz,ASL_2008_02_29,43,291,330,8193,ASL_2008_02_29-43,317,0
STAMP,Liz,ASL_2008_02_29,43,2065,2135,8194,ASL_2008_02_29-43,317,0
STAMP-SEAL,Brady,ASL_2011_07_19_Brady,75,1179,1197,8195,ASL_2011_07_19_Brady-75,877,0
STAMP-SEAL,Liz,ASL_2008_02_29,25,45,80,8196,ASL_2008_02_29-25,297,0
STAND+,Brady,ASL_2011_07_19_Brady,96,418,440,8197,ASL_2011_07_19_Brady-96,897,0
STAND+,Brady,ASL_2011_07_22_Brady,54,496,537,8198,ASL_2011_07_22_Brady-54,945,0
STAND+,Liz,ASL_2008_02_29,43,3551,3590,8199,ASL_2008_02_29-43,317,0
STAND+,Liz,ASL_2008_02_29,43,3905,3950,8200,ASL_2008_02_29-43,317,0
STAND-UP,Brady,ASL_2011_06_08_Brady,12,12000,12013,8201,ASL_2011_06_08_Brady-12,721,0
STAND-UP,Brady,ASL_2011_07_19_Brady,58,2168,2193,8202,ASL_2011_07_19_Brady-58,866,0
STAND-UP,Brady,ASL_2011_07_19_Brady,95,2320,2337,8203,ASL_2011_07_19_Brady-95,896,0
STAND-UP,Brady,ASL_2011_07_22_Brady,37,1978,2000,8204,ASL_2011_07_22_Brady-37,928,0
STAND-UP,Dana,ASL_2007_05_24,27,2576,2630,8205,ASL_2007_05_24-27,40,0
STAND-UP,Lana,ASL_2006_10_10,25,2637,2667,8206,ASL_2006_10_10-25,16,0
STAND-UP,Liz,ASL_2008_01_11,21,450,490,8207,ASL_2008_01_11-21,56,0
STAND-UP,Liz,ASL_2008_02_29,13,2000,2052,8208,ASL_2008_02_29-13,285,0
STAND-UP,Naomi,ASL_2008_08_04,14,827,860,8209,ASL_2008_08_04-14,543,0
STAND-UP,Tyler,ASL_2008_05_12a,14,771,802,8210,ASL_2008_05_12a-14,383,0
STAND-UP+ASCEND,Brady,ASL_2011_07_19_Brady,58,2450,2500,8211,ASL_2011_07_19_Brady-58,866,0
STAND-UP+ASCEND,Liz,ASL_2008_02_29,13,2255,2318,8212,ASL_2008_02_29-13,285,0
STAR+,Brady,ASL_2011_07_19_Brady,96,995,1052,8213,ASL_2011_07_19_Brady-96,897,0
STAR+,Liz,ASL_2008_02_29,44,585,625,8214,ASL_2008_02_29-44,318,0
START,Brady,ASL_2011_07_19_Brady,96,2089,2118,8215,ASL_2011_07_19_Brady-96,897,0
START,Liz,ASL_2008_02_29,44,1519,1560,8216,ASL_2008_02_29-44,318,0
STATE,Brady,ASL_2011_07_19_Brady,96,2556,2574,8217,ASL_2011_07_19_Brady-96,897,0
STATE,Liz,ASL_2008_02_29,44,1745,1795,8218,ASL_2008_02_29-44,318,0
STATISTICS+,Brady,ASL_2011_07_19_Brady,96,2772,2797,8219,ASL_2011_07_19_Brady-96,897,0
STATISTICS+,Liz,ASL_2010_08_10_Liz_additional_lexicon_signs,18,2750,2801,8220,ASL_2010_08_10_Liz_additional_lexicon_signs-18,697,0
STEAL,Brady,ASL_2011_07_19_Brady,97,407,420,8221,ASL_2011_07_19_Brady-97,898,0
STEAL,Liz,ASL_2008_02_29,44,2175,2205,8222,ASL_2008_02_29-44,318,0
STEAL,Liz,ASL_2008_03_28,10,3594,3610,8223,ASL_2008_03_28-10,334,0
STEALTHY+,Brady,ASL_2011_07_19_Brady,97,637,680,8224,ASL_2011_07_19_Brady-97,898,0
STEALTHY+,Liz,ASL_2008_02_29,44,2635,2700,8225,ASL_2008_02_29-44,318,0
STEAM+,Brady,ASL_2011_07_19_Brady,97,1606,1674,8226,ASL_2011_07_19_Brady-97,898,0
STEAM+,Liz,ASL_2008_02_29,36,561,630,8227,ASL_2008_02_29-36,309,0
STEAM+,Liz,ASL_2008_02_29,44,3425,3520,8228,ASL_2008_02_29-44,318,0
STEEP,Brady,ASL_2011_07_19_Brady,97,1312,1338,8229,ASL_2011_07_19_Brady-97,898,0
STEEP,Liz,ASL_2008_02_29,45,290,340,8230,ASL_2008_02_29-45,319,0
STEPLADDER++,Brady,ASL_2011_06_14_Brady,46,1240,1286,8231,ASL_2011_06_14_Brady-46,790,0
STEPLADDER++,Liz,ASL_2008_02_01,43,390,445,8232,ASL_2008_02_01-43,210,0
STEPS++,Brady,ASL_2011_07_19_Brady,98,158,200,8233,ASL_2011_07_19_Brady-98,899,0
STEPS++,Liz,ASL_2008_02_29,45,1725,1785,8234,ASL_2008_02_29-45,319,0
STICKY+,Brady,ASL_2011_07_19_Brady,98,644,681,8235,ASL_2011_07_19_Brady-98,899,0
STICKY+,Liz,ASL_2008_02_29,45,3155,3185,8236,ASL_2008_02_29-45,319,0
STILL,Brady,ASL_2011_07_19_Brady,98,864,878,8237,ASL_2011_07_19_Brady-98,899,0
STILL,Liz,ASL_2008_02_29,45,3421,3465,8238,ASL_2008_02_29-45,319,0
STIMULATE,Liz,ASL_2008_02_29,45,3945,3990,8239,ASL_2008_02_29-45,319,0
STIMULATE++,Brady,ASL_2011_06_14_Brady,15,344,374,8240,ASL_2011_06_14_Brady-15,758,0
STIMULATE++,Brady,ASL_2011_07_19_Brady,98,1101,1138,8241,ASL_2011_07_19_Brady-98,899,0
STING,Brady,ASL_2011_07_19_Brady,98,1828,1846,8242,ASL_2011_07_19_Brady-98,899,0
STING,Liz,ASL_2008_02_29,46,458,494,8243,ASL_2008_02_29-46,320,0
STING-FACE,Brady,ASL_2011_07_19_Brady,98,1544,1565,8244,ASL_2011_07_19_Brady-98,899,0
STING-FACE,Liz,ASL_2008_02_29,46,248,286,8245,ASL_2008_02_29-46,320,0
STINK,Brady,ASL_2011_07_19_Brady,98,2903,2929,8246,ASL_2011_07_19_Brady-98,899,0
STINK,Liz,ASL_2008_02_29,47,683,722,8247,ASL_2008_02_29-47,321,0
STIR++,Liz,ASL_2008_02_29,47,945,1040,8248,ASL_2008_02_29-47,321,0
STIR_2+,Brady,ASL_2011_07_19_Brady,99,135,210,8249,ASL_2011_07_19_Brady-99,900,0
STITCH+,Brady,ASL_2011_07_19_Brady,78,1976,2019,8250,ASL_2011_07_19_Brady-78,880,0
STITCH++,Liz,ASL_2008_02_29,27,1975,2045,8251,ASL_2008_02_29-27,299,0
STOMACH,Brady,ASL_2011_07_19_Brady,99,1038,1074,8252,ASL_2011_07_19_Brady-99,900,0
STOMACH,Liz,ASL_2008_02_29,47,2170,2212,8253,ASL_2008_02_29-47,321,0
STOP,Brady,ASL_2011_07_19_Brady,99,1312,1327,8254,ASL_2011_07_19_Brady-99,900,0
STOP,Liz,ASL_2008_02_29,47,2415,2443,8255,ASL_2008_02_29-47,321,0
STOPLIGHT,Liz,ASL_2008_02_29,48,1010,1070,8256,ASL_2008_02_29-48,322,0
STORM/CLOUDS,Brady,ASL_2011_07_22_Brady,45,1119,1171,8257,ASL_2011_07_22_Brady-45,936,0
STORM/CLOUDS,Liz,ASL_2008_02_01,27,220,301,8258,ASL_2008_02_01-27,193,0
STORM/CLOUDS,Naomi,ASL_2008_08_13,22,5087,5146,8259,ASL_2008_08_13-22,654,0
STORM/WIND++,Brady,ASL_2011_07_19_Brady,99,2588,2668,8260,ASL_2011_07_19_Brady-99,900,0
STORM/WIND++,Liz,ASL_2008_02_29,48,1645,1740,8261,ASL_2008_02_29-48,322,0
STORY+,Brady,ASL_2011_06_14_Brady,56,1653,1678,8262,ASL_2011_06_14_Brady-56,800,0
STORY+,Brady,ASL_2011_07_19_Brady,99,2858,2909,8263,ASL_2011_07_19_Brady-99,900,0
STORY+,Liz,ASL_2010_08_10_Liz_additional_lexicon_signs,3,4163,4207,8264,ASL_2010_08_10_Liz_additional_lexicon_signs-3,710,0
STORY+++,Tyler,ASL_2008_06_10,13,1562,1612,8265,ASL_2008_06_10-13,520,0
STORY++AGENT,Brady,ASL_2011_06_14_Brady,56,1906,1936,8266,ASL_2011_06_14_Brady-56,800,0
STORY++AGENT,Tyler,ASL_2008_06_10,13,1853,1895,8267,ASL_2008_06_10-13,520,0
STORY-TELL+,Liz,ASL_2010_08_10_Liz_additional_lexicon_signs,29,150,215,8268,ASL_2010_08_10_Liz_additional_lexicon_signs-29,709,0
STORY_2++,Liz,ASL_2010_08_10_Liz_additional_lexicon_signs,3,4290,4369,8269,ASL_2010_08_10_Liz_additional_lexicon_signs-3,710,0
STRAIGHT,Brady,ASL_2011_06_08_Brady,22,4416,4432,8270,ASL_2011_06_08_Brady-22,730,0
STRAIGHT,Brady,ASL_2011_07_19_Brady,100,900,920,8271,ASL_2011_07_19_Brady-100,806,0
STRAIGHT,Liz,ASL_2008_02_29,48,2433,2470,8272,ASL_2008_02_29-48,322,0
STRAIGHT,Liz,ASL_2010_08_10_Liz_additional_lexicon_signs,25,550,595,8273,ASL_2010_08_10_Liz_additional_lexicon_signs-25,705,0
STRANGE,Brady,ASL_2011_06_08_Brady,21,9174,9192,8274,ASL_2011_06_08_Brady-21,729,0
STRANGE,Brady,ASL_2011_07_19_Brady,18,412,430,8275,ASL_2011_07_19_Brady-18,824,0
STRANGE,Lana,ASL_2006_09_26,61,2893,2904,8276,ASL_2006_09_26-61,1,0
STRANGE,Liz,ASL_2008_02_15,22,2280,2312,8277,ASL_2008_02_15-22,244,0
STRANGE,Liz,ASL_2010_08_10_Liz_additional_lexicon_signs,25,200,251,8278,ASL_2010_08_10_Liz_additional_lexicon_signs-25,705,0
STRANGLE,Brady,ASL_2011_07_19_Brady,79,678,705,8279,ASL_2011_07_19_Brady-79,881,0
STRANGLE,Liz,ASL_2008_02_29,28,990,1045,8280,ASL_2008_02_29-28,300,0
STRAW,Brady,ASL_2011_07_19_Brady,100,1231,1263,8281,ASL_2011_07_19_Brady-100,806,0
STRAW,Liz,ASL_2008_03_28,29,2750,2797,8282,ASL_2008_03_28-29,351,0
STRAW+,Liz,ASL_2008_02_29,48,2700,2760,8283,ASL_2008_02_29-48,322,0
STRAWBERRY,Liz,ASL_2008_02_29,48,3085,3117,8284,ASL_2008_02_29-48,322,0
STRAW_2+,Brady,ASL_2011_07_22_Brady,18,865,900,8285,ASL_2011_07_22_Brady-18,909,0
STRAW_2+,Brady,ASL_2011_07_22_Brady,54,1591,1626,8286,ASL_2011_07_22_Brady-54,945,0
STRAY/DEVIATE,Liz,ASL_2008_02_29,49,528,575,8287,ASL_2008_02_29-49,323,0
STRICT,Brady,ASL_2011_07_19_Brady,100,2890,2910,8288,ASL_2011_07_19_Brady-100,806,0
STRICT,Liz,ASL_2008_02_29,49,1629,1650,8289,ASL_2008_02_29-49,323,0
STRING,Brady,ASL_2011_07_19_Brady,101,138,160,8290,ASL_2011_07_19_Brady-101,807,0
STRING,Liz,ASL_2008_02_29,49,2412,2452,8291,ASL_2008_02_29-49,323,0
STRIP+,Brady,ASL_2011_07_22_Brady,16,1708,1761,8292,ASL_2011_07_22_Brady-16,907,0
STRIP+,Liz,ASL_2008_03_28,27,2870,2930,8293,ASL_2008_03_28-27,349,0
STRIP-PAINT++,Brady,ASL_2011_07_19_Brady,101,442,492,8294,ASL_2011_07_19_Brady-101,807,0
STRIP-PAINT++,Liz,ASL_2008_02_29,49,2645,2715,8295,ASL_2008_02_29-49,323,0
STRIPES,Brady,ASL_2011_07_19_Brady,101,771,866,8296,ASL_2011_07_19_Brady-101,807,0
STRIPES,Liz,ASL_2008_02_29,49,3396,3480,8297,ASL_2008_02_29-49,323,0
STRONG,Brady,ASL_2011_07_19_Brady,101,1541,1556,8298,ASL_2011_07_19_Brady-101,807,0
STRONG,Brady,ASL_2011_07_19_Brady,101,1771,1790,8299,ASL_2011_07_19_Brady-101,807,0
STRONG,Brady,ASL_2011_07_22_Brady,54,1895,1920,8300,ASL_2011_07_22_Brady-54,945,0
STRONG,Liz,ASL_2008_02_29,50,455,490,8301,ASL_2008_02_29-50,325,0
STRONG,Liz,ASL_2008_02_29,50,661,697,8302,ASL_2008_02_29-50,325,0
STRUCTURE,Liz,ASL_2008_02_29,50,875,938,8303,ASL_2008_02_29-50,325,0
STRUCTURE_2+,Brady,ASL_2011_07_19_Brady,101,2032,2082,8304,ASL_2011_07_19_Brady-101,807,0
STRUGGLE+,Brady,ASL_2011_07_19_Brady,101,2262,2347,8305,ASL_2011_07_19_Brady-101,807,0
STRUGGLE+,Liz,ASL_2008_02_29,50,1074,1162,8306,ASL_2008_02_29-50,325,0
STUBBORN,Brady,ASL_2011_07_19_Brady,101,2510,2525,8307,ASL_2011_07_19_Brady-101,807,0
STUBBORN,Liz,ASL_2008_02_29,50,1287,1322,8308,ASL_2008_02_29-50,325,0
STUCK,Brady,ASL_2011_07_19_Brady,102,162,180,8309,ASL_2011_07_19_Brady-102,808,0
STUCK,Liz,ASL_2008_02_29,50,1468,1518,8310,ASL_2008_02_29-50,325,0
STUDY,Brady,ASL_2011_07_19_Brady,102,1551,1586,8311,ASL_2011_07_19_Brady-102,808,0
STUDY,Liz,ASL_2008_02_29,51,455,500,8312,ASL_2008_02_29-51,326,0
STUDY_2+,Brady,ASL_2011_06_08_Brady,24,13226,13280,8313,ASL_2011_06_08_Brady-24,732,0
STUPID,Brady,ASL_2011_07_19_Brady,102,1824,1850,8314,ASL_2011_07_19_Brady-102,808,0
STUPID,Lana,ASL_2006_10_10,8,632,652,8315,ASL_2006_10_10-8,22,0
STUPID,Liz,ASL_2008_02_29,51,915,942,8316,ASL_2008_02_29-51,326,0
STUPID_2,Dana,ASL_2007_05_24,12,585,606,8317,ASL_2007_05_24-12,26,0
STUPID_3,Brady,ASL_2011_07_19_Brady,102,2512,2532,8318,ASL_2011_07_19_Brady-102,808,0
STUPID_3,Liz,ASL_2008_02_29,51,1110,1130,8319,ASL_2008_02_29-51,326,0
SUBSCRIBE+,Brady,ASL_2011_06_08_Brady,10,9537,9563,8320,ASL_2011_06_08_Brady-10,719,0
SUBSCRIBE+,Liz,ASL_2010_08_10_Liz_additional_lexicon_signs,6,954,1009,8321,ASL_2010_08_10_Liz_additional_lexicon_signs-6,715,0
SUBSCRIBE++,Brady,ASL_2011_07_19_Brady,102,2957,3005,8322,ASL_2011_07_19_Brady-102,808,0
SUBSCRIBE++,Liz,ASL_2008_02_29,51,1566,1622,8323,ASL_2008_02_29-51,326,0
SUBTRACT,Brady,ASL_2011_07_19_Brady,103,347,365,8324,ASL_2011_07_19_Brady-103,809,0
SUBTRACT,Liz,ASL_2008_02_29,51,1815,1847,8325,ASL_2008_02_29-51,326,0
SUBWAY+,Liz,ASL_2008_02_29,51,2310,2365,8326,ASL_2008_02_29-51,326,0
SUBWAY_2,Brady,ASL_2011_07_19_Brady,103,628,648,8327,ASL_2011_07_19_Brady-103,809,0
SUCCEED,Brady,ASL_2011_07_19_Brady,103,1537,1566,8328,ASL_2011_07_19_Brady-103,809,0
SUCCEED,Brady,ASL_2011_07_22_Brady,54,2112,2145,8329,ASL_2011_07_22_Brady-54,945,0
SUCCEED,Liz,ASL_2008_02_29,51,2705,2750,8330,ASL_2008_02_29-51,326,0
SUFFER,Brady,ASL_2011_07_19_Brady,103,2720,2775,8331,ASL_2011_07_19_Brady-103,809,0
SUFFER,Liz,ASL_2008_02_29,52,797,845,8332,ASL_2008_02_29-52,327,0
SUGAR/SWEET+,Brady,ASL_2011_07_19_Brady,103,3198,3233,8333,ASL_2011_07_19_Brady-103,809,0
SUGAR/SWEET+,Liz,ASL_2008_02_29,52,1260,1295,8334,ASL_2008_02_29-52,327,0
SUGGEST,Brady,ASL_2011_07_19_Brady,18,1816,1842,8335,ASL_2011_07_19_Brady-18,824,0
SUGGEST,Brady,ASL_2011_07_19_Brady,52,965,992,8336,ASL_2011_07_19_Brady-52,861,0
SUGGEST,Liz,ASL_2008_02_15,23,932,980,8337,ASL_2008_02_15-23,245,0
SUITCASE++,Brady,ASL_2011_06_14_Brady,52,8248,8277,8338,ASL_2011_06_14_Brady-52,796,0
SUITCASE++,Liz,ASL_2008_02_01,55,1760,1807,8339,ASL_2008_02_01-55,223,0
SUITCASE++,Naomi,ASL_2008_08_13_session2,10,2320,2365,8340,ASL_2008_08_13_session2-10,678,0
SULK+,Brady,ASL_2011_07_19_Brady,103,3443,3473,8341,ASL_2011_07_19_Brady-103,809,0
SULK+,Liz,ASL_2008_02_29,52,1490,1530,8342,ASL_2008_02_29-52,327,0
